Job Title,Company,Location,Salary,Requirements,Years of Experience,Tags,Link
Job Opportunity For Data Scientists |TIBCO Software,TIBCO,Pune,"2,00,000 - 7,00,000 PA.",Tibco is hiring for Data-Scientist role!Required Experience: 3-4 yearsEducation: Should...,2-5 Yrs,_written_big data_oral communication_Bot framework_machine learning_SparkR_cloud technologies_Azure,https://www.naukri.com/job-listings-opportunity-for-data-scientists-tibco-software-tibco-pune-2-to-5-years-021222009164
Lead Data Scientist,Cotiviti,"Hyderabad/Secunderabad, Pune, Coimbatore",Not disclosed,Must have implemented machine learning solutions within production environments at scal...,5-8 Yrs,_tensorflow_deep learning_python_nlp_GIT_data science_health insurance_Artificial Intelligence,https://www.naukri.com/job-listings-lead-data-scientist-cotiviti-hyderabad-secunderabad-pune-coimbatore-5-to-8-years-011222005982
Data Scientist,Cotiviti,"Hybrid - Hyderabad/Secunderabad, Pune, Coimbatore",Not disclosed,Must have implemented machine learning solutions within production environments at scal...,3-5 Yrs,_tensorflow_financial analysis_python_health insurance_Hadoop_Bigdata_US Healthcare_machine learning,https://www.naukri.com/job-listings-data-scientist-cotiviti-hyderabad-secunderabad-pune-coimbatore-3-to-5-years-011222005780
Data Scientist,Thomson Digital,Noida,Not disclosed,You will ideally have extensive experience building analytics products from a technolog...,3-8 Yrs,_data science_Java_python_Hibernate_transformers_supervised learning_J2Ee_data structures,https://www.naukri.com/job-listings-data-scientist-thomson-digital-noida-3-to-8-years-021222007103
Data Engineer,Seven Consultancy (HR Solution),Bangalore/Bengaluru,Not disclosed,"Hands-on experience with the Hadoop stack HDFS, sqoop, kafka, Pulsar, NiFi, Spark, Spar...",3-8 Yrs,_data services_data science_data security_big data analytics_cassandra_Consulting_Hadoop_Programming,https://www.naukri.com/job-listings-data-engineer-seven-consultancy-hr-solution-bangalore-bengaluru-3-to-8-years-171122500726
Data Analyst,What Digital Technologies Private Limited  ,Bangalore/Bengaluru,"6,00,000 - 9,00,000 PA.",Good understanding of statistics and analysis techniques (parametric & nonparametric mo...,4-8 Yrs,_Data Studio_google analytics_Data Analytics_IT Skills_Java_Python_Data Science_Tableau,https://www.naukri.com/job-listings-data-analyst-what-digital-technologies-private-limited-bangalore-bengaluru-4-to-8-years-151122007595
Data Analyst Trainee,Medtoureasy,Remote,Not disclosed,"This Program does not require any prior programming or statistical skills, and is suita...",0-1 Yrs,_Data analysis_PDF_data science_Cognos_Analytical_Healthcare_Data Analyst_data visualization,https://www.naukri.com/job-listings-data-analyst-trainee-medtoureasy-remote-0-to-1-years-211122500261
Data Analyst - FinTech,Upshoot HR Solutions Pvt. Ltd.,Bangalore/Bengaluru,Not disclosed,"Strong business judgment, leadership and integrity: She / he should be a tenacious prob...",1-4 Yrs,_Data Analytics_Data Science_Predictive Modeling_Data Mining_Python Coding_Analytics_Segmentation Modeling_Python,https://www.naukri.com/job-listings-data-analyst-fintech-upshoot-hr-solutions-pvt-ltd-bangalore-bengaluru-1-to-4-years-041122912075
Data Analyst,Seven Consultancy (HR Solution),Bangalore/Bengaluru,Not disclosed,Assist the data scientist in development of new analytical tools and methods as and whe...,2-3 Yrs,_Procurement_data science_big data analytics_Analytical_Consulting_Data collection_big data analyst_Consultancy,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-bangalore-bengaluru-2-to-3-years-280322501314
Data Analyst,Talent Zone Consultant,Bangalore/Bengaluru,Not disclosed,graduate degree in Data Science or other quantitative field is preferred Experience in ...,10-12 Yrs,_Data Science_Business Intelligence_R_Data Scientist_C + +_Hadoop_Data Analysis_Data Mining,https://www.naukri.com/job-listings-data-analyst-talent-zone-consultant-bangalore-bengaluru-10-to-12-years-071021501340
Data Analyst,Klub,Bangalore/Bengaluru,Not disclosed,Minimum 1 year of working experience as a Data Analyst or Business Data Analyst Knowled...,1-4 Yrs,_Data Science_Sas_Database Design Development_Business Data Analyst_Etl Frameworks_Data Mining_Process Improvement_Data Collection,https://www.naukri.com/job-listings-data-analyst-klub-bangalore-bengaluru-1-to-4-years-011021500845
Lead Data Analyst,Adecco India Private Limited   ,Hyderabad/Secunderabad,"22,50,000 - 25,00,000 PA.","Roles and Responsibilities LEAD DATA ANALYST:In this role, youll lead a team which uses...",5-9 Yrs,_python_Tableau_Data Analytics_Data Science_Leadership,https://www.naukri.com/job-listings-lead-data-analyst-adecco-india-private-limited-hyderabad-secunderabad-5-to-9-years-081122011892
Sr . Data Analyst - Business Insights,"Saavn, LLC",Mumbai,Not disclosed,"Bachelor s or higher degree in Data Analytics, Data Science, Statistics, Math, Engineer...",2-5 Yrs,_Data Science_R_Data Analysis_Data Visualization_Advanced Excel_Data Analyst_Data Analytics_Statistics,https://www.naukri.com/job-listings-sr-data-analyst-business-insights-saavn-llc-mumbai-2-to-5-years-071021500841
Head - Data Analytics - IT,Options Executive Search Private Limited.,Chennai,Not disclosed,A minimum of 12-15 years of experience in Data Science driving B2B IT product/ services...,12-15 Yrs,_Data Analytics_AIML Implementation_Java_Azure_SaaS_Big Data_B2B IT product_Machine Learning,https://www.naukri.com/job-listings-head-data-analytics-it-options-executive-search-private-limited-chennai-12-to-15-years-291122912581
"Manager - Data Analytics, Navi Mumbai",Utkarsh Small Finance Bank,Navi Mumbai,"8,00,000 - 11,00,000 PA.","Proficiency in predictive modelling and Machine learning (Logistic / Linear regression,...",4-8 Yrs,_data analytics_predictive modeling_Advanced Analytics_Data Science_python_Power Bi_machine learning,https://www.naukri.com/job-listings-manager-data-analytics-navi-mumbai-utkarsh-small-finance-bank-navi-mumbai-4-to-8-years-191122004508
Lead Data Scientist / ML engineer-- US MNC (analytics),Aspyra Hr Services,"Temp. WFH - Gurgaon/Gurugram, Bangalore/Bengaluru","25,00,000 - 40,00,000 PA.","Has experience working on unstructured data ( text ): Text cleaning, TFIDF, text vector...",7-12 Yrs,_python_Data Science_algorithms_predictive modeling_Natural Language Processing_Machine Learning Algorithms_knn_machine learning,https://www.naukri.com/job-listings-lead-data-scientist-ml-engineer-us-mnc-analytics-aspyra-hr-services-gurgaon-gurugram-bangalore-bengaluru-7-to-12-years-011222007063
Data Analyst,RyTe4u Solutions  ,Hybrid - Bangalore/Bengaluru,"10,00,000 - 18,00,000 PA.",- B.Tech from a Tier I / MBA from tier 1 institutes - Exp in Analytics / Data science v...,2-4 Yrs,_Data Analytics_Data Science_SAS_Power Bi_Tableau_Python,https://www.naukri.com/job-listings-data-analyst-ryte4u-solutions-bangalore-bengaluru-2-to-4-years-011122004386
Machine Learning  Engineer / Python Developer / Data Scientist,Mark Consultancy Services,Hybrid - Bangalore/Bengaluru,Not disclosed,Machine Learning and Data Scientist: A minimum of 5 years of experience with 3 years re...,4-9 Yrs,_python_machine learning_data science_reinforcement learning,https://www.naukri.com/job-listings-machine-learning-engineer-python-developer-data-scientist-mark-consultancy-services-bangalore-bengaluru-4-to-9-years-261122006674
Senior Analyst/ Data Scientist,Tiger Analytics,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Not disclosed,2 years of must-have hands-on experience in SAS and Python is mandatoryExperience worki...,2-7 Yrs,_Analyst_Statistical modeling_SAS_data science_risk modeling_Machine learning_big data_Financial services,https://www.naukri.com/job-listings-senior-analyst-data-scientist-tiger-analytics-hyderabad-secunderabad-chennai-bangalore-bengaluru-2-to-7-years-220922501686
Senior Data Research Analyst,Morningstar,Hybrid - Mumbai (All Areas),"4,50,000 - 7,00,000 PA.","Participate in other data and process related projects, like industry / market data col...",0-3 Yrs,_Data Analysis_Data Analytics_Market Forecasting_research analysis_Market Analysis,https://www.naukri.com/job-listings-senior-data-research-analyst-morningstar-india-p-ltd-mumbai-all-areas-0-to-3-years-021122005187
Urgent Job Opening of Lead Data Scientist / Data Scientist,Trellance,"Ahmedabad, Bangalore/Bengaluru",Not disclosed,"Job Type: Full TimeBE/ B Tech, MCA, MSc (Statistics), MBA from Recognized UniversityThe...",6-11 Yrs,_python_data science_data mining_machine learning_sql server_r_data analytics_svm,https://www.naukri.com/job-listings-urgent-opening-of-lead-data-scientist-data-scientist-trellance-ahmedabad-bangalore-bengaluru-6-to-11-years-240322005713
"Data Scientist, II",Zebra Technologies,Bangalore/Bengaluru,Not disclosed,Interacts with product and service teams to identify questions and issues for data anal...,2-5 Yrs,_Data Science_data analysis_Hadoop_Cassandra_Big Data_Data Mining_Spark,https://www.naukri.com/job-listings-data-scientist-ii-zebra-technologies-corporation-bangalore-bengaluru-2-to-5-years-021222904113
Data Scientist - KPO,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,Should be able to work on a problem independently and prepare client ready deliverable ...,4-8 Yrs,_Data Science_Data Management_Data Modeling_Python_SQL_Predictive Modeling_Machine Learning,https://www.naukri.com/job-listings-data-scientist-kpo-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-4-to-8-years-301122906669
Lead Data Scientist (Diversity Role),Emploi Consultancy,Bangalore/Bengaluru,Not disclosed,5+ years of experience as a Data Scientist,5-10 Yrs,_Python_machine learning_SQL_Data Science,https://www.naukri.com/job-listings-lead-data-scientist-diversity-role-emploi-consultancy-bangalore-bengaluru-5-to-10-years-301122905714
Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,DATA SCIENTISTS - Understand data and different platforms used by client- Translate bus...,7-12 Yrs,_Data Science_Predictive Modeling_Data Management_Data Analytics,https://www.naukri.com/job-listings-data-scientist-analytics-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-7-to-12-years-071122907839
Data Scientist - BFS,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"Bachelors / Masters degree in economics, mathematics, computer science / engineering, o...",4-9 Yrs,_data analytics_Data Science_SAS_Data Scientist_Data Management_Statistics_Machine Learning_Analytics,https://www.naukri.com/job-listings-data-scientist-bfs-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-4-to-9-years-071122903435
Data Scientist,o9 Solutions,Bangalore/Bengaluru,Not disclosed,"Bachelors Degree in Computer Science, Mathematics, Statistics, Economics, Engineering o...",1-4 Yrs,_Data Science_Time Series_Tensorflow_python_Arima_Deep Learning,https://www.naukri.com/job-listings-data-scientist-o9-solutions-bangalore-bengaluru-1-to-4-years-021222004422
Data Scientist-Product Based Company-Immediate Joiners,Pylon Management Consulting,"Hybrid - Hyderabad/Secunderabad, Navi Mumbai, Bangalore/Bengaluru, Mumbai (All Areas)",Not disclosed,Preferred Location- BE / BTech comp science preferredVery good academic background3 to ...,3-8 Yrs,_Data Science_deep learning_NLP_Natural Language Processing_machine learning_nosql_sql,https://www.naukri.com/job-listings-data-scientist-product-based-company-immediate-joiners-pylon-management-consulting-hyderabad-secunderabad-navi-mumbai-bangalore-bengaluru-mumbai-all-areas-3-to-8-years-011222006769
Data Scientist - Analytics,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,DATA SCIENTISTS- Understand data and different platforms used by client- Translate busi...,7-12 Yrs,_Data Science_Predictive Modeling_Data Scientist_Data Management_Statistical Modeling_Data Modeling_Data Analytics_Statistics,https://www.naukri.com/job-listings-data-scientist-analytics-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-7-to-12-years-011122908651
Data Scientist - Azure,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"Mandate skills : Data Scientist, Must have experience in building web applications with...",5-10 Yrs,_Data Science_PySpark_Data Modeling_Data Analytics_Python_React_Predictive Modeling_Azure,https://www.naukri.com/job-listings-data-scientist-azure-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-141122907872
Data Scientist - Azure,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"Mandate skills : Data Scientist, Must have experience in building web applications with...",5-10 Yrs,_Azure_Data Science_Analytics consulting_PySpark_Statistical Analyst_Data Modeling_Data Analytics_Regression Modeling,https://www.naukri.com/job-listings-data-scientist-azure-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-121122906273
Data Scientist,kk consulting services,Bangalore/Bengaluru,Not disclosed,Enable the power of data analytics in the medical/healthcare domain. Enable the power o...,2-5 Yrs,_Mining_Business process_advanced analytics_customer analytics_Statistical analysis_data science_Machine learning_Healthcare,https://www.naukri.com/job-listings-data-scientist-kk-consulting-services-bangalore-bengaluru-2-to-5-years-100222500945
Data Scientist,Seven Consultancy (HR Solution),Bangalore/Bengaluru,Not disclosed,Be able to take the initiative and work with minimum guidance and requirementsMust have...,3-5 Yrs,_data science_big data analytics_Workflow management_Consulting_Machine learning_Infrastructure_Programming_Data structures,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-bangalore-bengaluru-3-to-5-years-290322500311
Data Scientist - Azure,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"Mandate skills : Data Scientist, Must have experience in building web applications with...",5-10 Yrs,_Data science_verbal_Python_Azure_Vue_Angular_PySpark_javascript,https://www.naukri.com/job-listings-data-scientist-azure-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-5-to-10-years-091122913946
SIXT Staff Data Scientist,Sixt,Bangalore/Bengaluru,Not disclosed,What you ll do Perform as smoothly as our cars: You are responsible for setting up Data...,9-10 Yrs,_data science_Machine learning_Hypothesis Testing_Programming_Deployment_Data analytics_Subject Matter Expert_Analytics,https://www.naukri.com/job-listings-sixt-staff-data-scientist-sixt-bangalore-bengaluru-9-to-10-years-061022501204
Data Scientist III,Sixt,Bangalore/Bengaluru,Not disclosed,What you ll do Perform as smoothly as our cars: You are responsible for setting up Data...,5-10 Yrs,_Scientist III_data science_Machine learning_Hypothesis Testing_Programming_Data analytics_Subject Matter Expert_Analytics,https://www.naukri.com/job-listings-data-scientist-iii-sixt-bangalore-bengaluru-5-to-10-years-061022501187
Data Engineer - Smart Building Analytics,Siemens,Pune,Not disclosed,"As you will be working with these from day one, familiarity with AWS services beyond EC...",6-9 Yrs,_data science_Agile_Manager Technology_Siemens_Data analytics_big data_Team Head_Python,https://www.naukri.com/job-listings-data-engineer-smart-building-analytics-siemens-limited-pune-6-to-9-years-141022500981
Data Analyst,CGI,Bangalore/Bengaluru,"2,25,000 - 4,00,000 PA.",Must have excellent oral and written communication skills including presentation skills...,0-2 Yrs,_Data Analytics_written communication_excel_data analysis,https://www.naukri.com/job-listings-data-analyst-cgi-bangalore-bengaluru-0-to-2-years-221122009958
Senior Data Scientist - R/Python,Career Infosystem,Chennai,Not disclosed,"Team with strong pedagogy : from IIT, NIT, IIM and other leading institutes in India an...",4-8 Yrs,_Python_VBA_analytical_R_SQL_Data Science_Mathematical Modeling_Data Scientist,https://www.naukri.com/job-listings-senior-data-scientist-r-python-career-infosystem-chennai-4-to-8-years-251122913295
Sr Data Scientist - Machine Learning,Mouri Tech,Hyderabad/Secunderabad,Not disclosed,proficiency with variety of approaches and models from a reputed institute8 years of ex...,6-8 Yrs,_Cluster analysis_Machine Learning_communication_verbal_written_Computer science_Logistic regression_Data analysis,https://www.naukri.com/job-listings-sr-data-scientist-machine-learning-mouri-tech-pvt-ltd-hyderabad-secunderabad-6-to-8-years-301122500812
Assistant Manager/Senior Manager - Data Scientist - IT,Huquo Consulting Pvt. Ltd,"Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,Very strong analytical skills with the demonstrated ability to research and make decisi...,2-7 Yrs,_Data Scientist_Data Science_SAS_Data Management_Statistical Modeling_Data Visualization_Statistics_Machine Learning,https://www.naukri.com/job-listings-assistant-manager-senior-manager-data-scientist-it-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-2-to-7-years-291122908796
Data Analyst Engineer,Ethos Watch,Bangalore/Bengaluru,Not disclosed,Design standard data access layers for both real-time and batch use casesMinimum of 4 y...,0-3 Yrs,_Backend_Interpersonal skills_data science_Data modeling_Diversity and Inclusion_data governance_Data Analyst_Open source,https://www.naukri.com/job-listings-data-analyst-engineer-ethos-capital-bangalore-bengaluru-0-to-3-years-310522501267
Senior Data Scientist,Novo,Gurgaon/Gurugram,Not disclosed,"Experience working with Pandas, scikit learn, tensorflow and visualisation libraries li...",4-8 Yrs,_Data management_data science_Cash flow_Data analytics_big data_Business banking_Analytics_SQL,https://www.naukri.com/job-listings-senior-data-scientist-novo-gurgaon-gurugram-4-to-8-years-170522500785
Senior Data Scientist - Product Development Firm,Huquo Consulting Pvt. Ltd,Delhi NCR/Gurgaon/Gurugram,Not disclosed,Responsibilities:- Interact with clients and internal business teams to identify and de...,5-10 Yrs,_Machine Learning_Data Science_NLP_Data Scientist_Data Management_Data Modeling_Data Analytics_Analytics,https://www.naukri.com/job-listings-senior-data-scientist-product-development-firm-huquo-consulting-pvt-ltd-delhi-ncr-gurgaon-gurugram-5-to-10-years-011122908339
Research Specialist,Accenture,Bangalore/Bengaluru,Not disclosed,"4 or more years of work experience in data analytics, economics, or data science",4-8 Yrs,_Business process_Business administration_Business analytics_Consulting_Machine learning_Chemical_data science_Data analytics,https://www.naukri.com/job-listings-research-specialist-accenture-solutions-pvt-ltd-bangalore-bengaluru-4-to-8-years-301122914372
ACN - Applied Intelligence - C4DI - Data Modelling - 09,Accenture,Gurgaon/Gurugram,Not disclosed,o Industrial or research experience in combinatorial optimization modeling (particularl...,7-10 Yrs,_Data Modelling_python_r_nlp_strategy consulting_data science_cplex_algorithm development,https://www.naukri.com/job-listings-acn-applied-intelligence-c4di-data-modelling-09-accenture-solutions-pvt-ltd-gurgaon-gurugram-7-to-10-years-301122914642
Data Analytics Manager - II,CBRE,Hyderabad/Secunderabad,Not disclosed,Bachelors degree (BA / BS) from four-year college or university and a minimum of six to...,15-20 Yrs,_Business process_Data analysis_data science_Analytical_XML_Manager Technology_Data analytics_Manager II,https://www.naukri.com/job-listings-data-analytics-manager-ii-cbre-group-hyderabad-secunderabad-15-to-20-years-170822502788
Data Analyst - Python/Artificial Intelligence,iMindYourBusiness,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,Candidates must have ability to work from home and also in a position to use their pers...,0-2 Yrs,_Data Analyst_Python_SQL server_VBA_Advanced Excel_C++_IT Skills_Data Science,https://www.naukri.com/job-listings-data-analyst-python-artificial-intelligence-imindyourbusiness-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-0-to-2-years-141122908215
Data Analyst - Python/Artificial Intelligence,iMindYourBusiness,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",Not disclosed,Candidates must have ability to work from home and also in a position to use their pers...,0-2 Yrs,_Python_VBA_C++_SQL server_Advanced Excel_IT Skills_Data Science_Artificial Intelligence,https://www.naukri.com/job-listings-data-analyst-python-artificial-intelligence-imindyourbusiness-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-0-to-2-years-011122900046
Scientific Data Analyst,Manpowergroup Services India,Permanent Remote,"18,00,000 - 30,00,000 PA.",Roles and Responsibilities The Principal RWE Scientific Data Analyst will lead programm...,5-10 Yrs,_Power Bi Dashboards_data science_Tableau_Python_vendor management_deep learning_data analysis_data manipulation,https://www.naukri.com/job-listings-scientific-data-analyst-manpowergroup-services-india-hyderabad-secunderabad-5-to-10-years-281122002354
Data Analyst,Skidos,New Delhi,Not disclosed,Self-motivation and strong communication skills are must havesExperience with cloud pla...,2-3 Yrs,_Accessories_data science_Programming_Data Analyst_Data analytics_Windows_IOS_Analytics,https://www.naukri.com/job-listings-data-analyst-skidos-new-delhi-2-to-3-years-161122501272
Data Analyst,Bright Capital,Bangalore/Bengaluru,Not disclosed,The right candidate should aim to grow either as a Data Scientist or as a Product Manag...,0-2 Yrs,_data science_Data Analyst,https://www.naukri.com/job-listings-data-analyst-bright-money-bangalore-bengaluru-0-to-2-years-090822500480
Data Analyst,Seven Consultancy (HR Solution),Chennai,Not disclosed,Assist the data scientist in development of new analytical tools and methods as and whe...,3-8 Yrs,_Procurement_data science_big data analytics_Analytical_Data collection_big data analyst_Consultancy_Management,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501502
Data Analyst,Seven Consultancy (HR Solution),Mumbai,Not disclosed,Assist the data scientist in development of new analytical tools and methods as and whe...,2-7 Yrs,_Procurement_data science_big data analytics_Analytical_Data collection_big data analyst_Consultancy_Management,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-mumbai-2-to-7-years-280322501501
Data Analyst,Seven Consultancy (HR Solution),New Delhi,Not disclosed,Assist the data scientist in development of new analytical tools and methods as and whe...,1-3 Yrs,_Procurement_data science_big data analytics_Analytical_Data collection_big data analyst_Consultancy_Management,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-new-delhi-1-to-3-years-280322501312
Data Analyst,Seven Consultancy (HR Solution),New Delhi,Not disclosed,Assist the data scientist in development of new analytical tools and methods as and whe...,2-4 Yrs,_Procurement_data science_big data analytics_Analytical_Consulting_Data collection_big data analyst_Management,https://www.naukri.com/job-listings-data-analyst-seven-consultancy-hr-solution-new-delhi-2-to-4-years-280322501311
"Assistant Manager/Manager/Senior Manager - Data Scientist
Huquo Consul",Icreatives,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru",Not disclosed,Data Scientists (Assistant Manager-Senior Manager) Collaborate with client stakeholders...,2-7 Yrs,_Data Science_Artificial Intelligence_Natural Language Processing_Computer Vision_Machine Learning,https://www.naukri.com/job-listings-assistant-manager-manager-senior-manager-data-scientist-huquo-consul-icreatives-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-2-to-7-years-251122012213
"Senior Specialist, Data Scientist",BNY Mellon,Chennai,Not disclosed,Bachelors degree in a related discipline or equivalent work experience required 10 year...,8-10 Yrs,_Training_advanced analytics_data science_Programming_Deployment_Representative_Financial services_Analytics,https://www.naukri.com/job-listings-senior-specialist-data-scientist-bny-mellon-international-operations-india-chennai-8-to-10-years-181122500466
Senior Data Engineer - Power BI,Tiger Analytics,"Hyderabad/Secunderabad, Chennai",Not disclosed,Adept understanding of any of the cloud services is preferred (Azure)7+ years of experi...,7-12 Yrs,_Performance tuning_data science_Analytical_Consulting_power bi_Silicon_Data analytics_Unit testing,https://www.naukri.com/job-listings-senior-data-engineer-power-bi-tiger-analytics-hyderabad-secunderabad-chennai-7-to-12-years-221022500690
Business Analyst/Senior Business Analyst - Image Labelling,Huquo Consulting Pvt. Ltd,Gurgaon/Gurugram,Not disclosed,"Bachelors / Masters degree in economics, mathematics, actuarial sciences, computer scie...",1-4 Yrs,_Data Modeling_Data Analytics_Analytics_Operations research_Quality improvement_Business Analyst_data science_Analytical,https://www.naukri.com/job-listings-business-analyst-senior-business-analyst-image-labelling-huquo-consulting-pvt-ltd-gurgaon-gurugram-1-to-4-years-301122906513
Data Scientist - Lodha Group,Lodha Group,Andheri,Not disclosed,Experience working in an agile / scrum development processRequired 3+ years of experien...,3-7 Yrs,_cloud_data analysis_Data Science_business development,https://www.naukri.com/job-listings-data-scientist-lodha-group-lodha-developers-ltd-andheri-3-to-7-years-171122006166
Data Scientist,Globallogic,Hyderabad/Secunderabad,Not disclosed,At least 3+ years of professional experience in implementing statistical / machine lear...,4-5 Yrs,_Python_PowerBI_R_MS - power point_Data Science_Azure_Tableau_SVN,https://www.naukri.com/job-listings-data-scientist-globallogic-india-private-limited-hyderabad-secunderabad-4-to-5-years-241122911793
Deputy Vice President - Data Analytics,Aegon Life,Permanent Remote,Not disclosed,Role SummaryAegon Life Insurance Company is seeking to fill a position within the Data ...,12-15 Yrs,_Data Analysis_RDS_Data Science_Amazon Web Services_SQS_Lamda_SNS_AL,https://www.naukri.com/job-listings-deputy-vice-president-data-analytics-aegon-life-insurance-company-ltd-mumbai-12-to-15-years-231122906230
Data Analyst with SQL- Chennai - Work from office,HR Consultant ,Chennai,"7,00,000 - 12,00,000 PA.",Short notice period/ Maximum 30 days candts preferredExperience in handling databases (...,3-8 Yrs,_data analyst_BI_data visualization_SQL_analytical_SQL scripts_Data Science_Text Analytics,https://www.naukri.com/job-listings-data-analyst-with-sql-chennai-work-from-office-hr-consultant-chennai-3-to-8-years-081122007847
data analyst,Disha Consultants,"Pune, Chennai, Jaipur, Bangalore/Bengaluru",Not disclosed,Should be comfortable with SQL for query building Should have a natural flair for playi...,2-4 Yrs,_Data analysis_Data validation_Data management_Data analytics_Advanced Excel_Data Analyst_data visualization_Management,https://www.naukri.com/job-listings-data-analyst-disha-consultant-pune-chennai-jaipur-bangalore-bengaluru-2-to-4-years-140621501222
Senior Data Scientist,Cargill,Bangalore/Bengaluru,Not disclosed,"Applied Machine Learning experience (regression analysis, time series, probabilistic mo...",4-9 Yrs,_Data analysis_data science_Coding_Artificial Intelligence_Machine learning_Workflow_Forecasting_Monitoring,https://www.naukri.com/job-listings-senior-data-scientist-cargill-india-pvt-ltd-bangalore-bengaluru-4-to-9-years-240922500103
Data Scientist/Sr. Data Scientist,Synechron,Bangalore/Bengaluru,Not disclosed,"Experienced with analytical programming languages, tools and libraries (preferably Pyth...",5-10 Yrs,_Health insurance_Networking_data science_Bfsi_Analytical_Machine learning_Data collection_Data mining,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-synechron-bangalore-bengaluru-5-to-10-years-141022502825
Manager / Senior Manager - Data Analyst,Huquo Consulting Pvt. Ltd,"Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Ahmedabad, Jaipur, Delhi / NCR, Bangalore/Bengaluru",Not disclosed,BA / BS/BTech minimum educational requirement Proficiency in Excel required Have prior ...,2-7 Yrs,_Data Analysis_Python_Tableau_analytical_Airflow_SQL_Excel_Data Visualization,https://www.naukri.com/job-listings-manager-senior-manager-data-analyst-huquo-consulting-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-ahmedabad-jaipur-delhi-ncr-bangalore-bengaluru-2-to-7-years-291122908798
AVAP Agile Information Systems - Data Scientist - R/SQL/Python,AVAP Agile,"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,"A masters degree within either engineering, physics, IT, mathematicsstatistics, meteoro...",3-8 Yrs,_Python_Data Science_R_Linux_Data Scientist_Data Management_Perl_SQL,https://www.naukri.com/job-listings-avap-agile-information-systems-data-scientist-r-sql-python-avap-agile-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-3-to-8-years-281122907280
Data Scientist required at Mumbai-Bangalore,Flexability Hr Solutions,"Hybrid - Bangalore/Bengaluru, Mumbai (All Areas)","1,00,000 - 5,00,000 PA.","Qualification & Experience: BTech or Bachelors degree in mathematics, statistics or com...",1-6 Yrs,_Data Science_Predictive Modeling_Regression_Statistical Modeling_Python_Time Series Analysis_data scientist_Statistical Analyses,https://www.naukri.com/job-listings-data-scientist-required-at-mumbai-bangalore-flexability-hr-solutions-bangalore-bengaluru-mumbai-all-areas-1-to-6-years-281122011244
