product,author,rating_count,rating,price,product_url,description
Build a Career in Data Science  ,"Emily Robinson, Jacqueline Nolis",96  ,4.7,32.49,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0432761EYXSH2F8BW2F&qualifier=1669446452&id=6257798347730016&widgetName=sp_atf&url=%2FBuild-Career-Science-Jacqueline-Nolis%2Fdp%2F1617296244%2Fref%3Dsr_1_2_sspa%3Fkeywords%3Ddata%2Bscience%26qid%3D1669446452%26sr%3D8-2-spons%26psc%3D1,"Graph QL in Action gives you the tools to get comfortable with the GraphQL language, build and optimize a data API service, and use it in a frontend client application. Summary Reduce bandwidth demands on your APIs by getting only the results you needall in a single request The GraphQL query language simplifies interactions with web servers, enabling smarter API queries that can hugely improve the efficiency of data requests. In Graph QL in Action, youll learn how to bring those benefits to your own APIs, giving your clients the power to ask for exactly what they need from your server, no more, no less. Practical and exampledriven, this book teaches everything you need to get started with GraphQLfrom design principles and syntax right through to performance optimization. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the technology GraphQL APIs are fast, efficient, and easy to maintain. They reduce app latency and server cost while boosting developer productivity. This powerful query layer offers precise control over API requests and returns, making apps faster and less prone to error. About the book Graph QL in Action gives you the tools to get comfortable with the GraphQL language, build and optimize a data API service, and use it in a frontend client application. By working through set up, security, and error handling youll learn to create a complete GraphQL server. Youll also unlock easy ways to incorporate GraphQL into your existing codebase so you can build simple, scalable data APIs. Whats inside Define a GraphQL schema for relational and document databases Implement GraphQL types using both the schema language and object constructor methods Optimize GraphQL resolvers with data caching and batching Design GraphQL fragments that match UI components data requirements Consume GraphQL API queries, mutations, and subscriptions with and without a GraphQL client library About the reader For web developers familiar with clientserver applications. About the author Samer Buna has over 20 years of experience in software development including frontends, backends, API design, and scalability. Table of Contents PART 1 EXPLORING GRAPHQL 1 Introduction to GraphQL 2 Exploring GraphQL APIs 3 Customizing and organizing GraphQL operations PART 2 BUILDING GRAPHQL APIs 4 Designing a GraphQL schema 5 Implementing schema resolvers 6 Working with database models and relations 7 Optimizing data fetching 8 Implementing mutations PART 3 USING GRAPHQL APIs 9 Using GraphQL APIs without a client library 10 Using GraphQL APIs with Apollo client Read more"
Machine Learning with PyTorch and Scikit-Learn: Develop machine learning and deep learning models with Python  ,"Sebastian Raschka, Yuxi (Hayden) Liu",159  ,4.6,39.02,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A06644962ZEDTH7LTE0PB&qualifier=1669446452&id=6257798347730016&widgetName=sp_atf&url=%2FMachine-Learning-PyTorch-Scikit-Learn-learning%2Fdp%2F1801819319%2Fref%3Dsr_1_3_sspa%3Fkeywords%3Ddata%2Bscience%26qid%3D1669446452%26sr%3D8-3-spons%26psc%3D1,"This book of the bestselling and widely acclaimed Python Machine Learning series is a comprehensive guide to machine and deep learning using PyTorchs simple to code framework. Purchase of the print or Kindle book includes a free eBook in PDF format. Key Features Learn applied machine learning with a solid foundation in theory Clear, intuitive explanations take you deep into the theory and practice of Python machine learning Fully updated and expanded to cover PyTorch, transformers, XGBoost, graph neural networks, and best practices Book Description Machine Learning with PyTorch and ScikitLearn is a comprehensive guide to machine learning and deep learning with PyTorch. It acts as both a stepbystep tutorial and a reference youll keep coming back to as you build your machine learning systems. Packed with clear explanations, visualizations, and examples, the book covers all the essential machine learning techniques in depth. While some books teach you only to follow instructions, with this machine learning book, we teach the principles allowing you to build models and applications for yourself. Why PyTorch? PyTorch is the Pythonic way to learn machine learning, making it easier to learn and simpler to code with. This book explains the essential parts of PyTorch and how to create models using popular libraries, such as PyTorch Lightning and PyTorch Geometric. You will also learn about generative adversarial networks GANs for generating new data and training intelligent agents with reinforcement learning. Finally, this new edition is expanded to cover the latest trends in deep learning, including graph neural networks and largescale transformers used for natural language processing NLP. This PyTorch book is your companion to machine learning with Python, whether youre a Python developer new to machine learning or want to deepen your knowledge of the latest developments. What you will learn Explore frameworks, models, and techniques for machines to learn from data Use scikitlearn for machine learning and PyTorch for deep learning Train machine learning classifiers on images, text, and more Build and train neural networks, transformers, and boosting algorithms Discover best practices for evaluating and tuning models Predict continuous target outcomes using regression analysis Dig deeper into textual and social media data using sentiment analysis Who this book is for If you have a good grasp of Python basics and want to start learning about machine learning and deep learning, then this is the book for you. This is an essential resource written for developers and data scientists who want to create practical machine learning and deep learning applications using scikitlearn and PyTorch. Before you get started with this book, youll need a good understanding of calculus, as well as linear algebra. Table of Contents Giving Computers the Ability to Learn from Data Training Simple Machine Learning Algorithms for Classification A Tour of Machine Learning Classifiers Using ScikitLearn Building Good Training Datasets Data Preprocessing Compressing Data via Dimensionality Reduction Learning Best Practices for Model Evaluation and Hyperparameter Tuning Combining Different Models for Ensemble Learning Applying Machine Learning to Sentiment Analysis Predicting Continuous Target Variables with Regression Analysis Working with Unlabeled Data Clustering Analysis Implementing a Multilayer Artificial Neural Network from Scratch N.B. Please use the Look Inside option to see further chapters Read more"
Advanced Algorithms and Data Structures  ,Marcello La Rocca,22  ,4.2,45.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A02934673910CUBUV60D7&qualifier=1669446452&id=6257798347730016&widgetName=sp_atf&url=%2FAdvanced-Algorithms-Structures-Marcello-Rocca%2Fdp%2F1617295485%2Fref%3Dsr_1_4_sspa%3Fkeywords%3Ddata%2Bscience%26qid%3D1669446452%26sr%3D8-4-spons%26psc%3D1,"Advanced Algorithms and Data Structures introduces a collection of algorithms for complex programming challenges in data analysis, machine learning, and graph computing. Summary As a software engineer, youll encounter countless programming challenges that initially seem confusing, difficult, or even impossible. Dont despair Many of these new problems already have wellestablished solutions. Advanced Algorithms and Data Structures teaches you powerful approaches to a wide range of tricky coding challenges that you can adapt and apply to your own applications. Providing a balanced blend of classic, advanced, and new algorithms, this practical guide upgrades your programming toolbox with new perspectives and handson techniques. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the technology Can you improve the speed and efficiency of your applications without investing in new hardware? Well, yes, you can Innovations in algorithms and data structures have led to huge advances in application performance. Pick up this book to discover a collection of advanced algorithms that will make you a more effective developer. About the book Advanced Algorithms and Data Structures introduces a collection of algorithms for complex programming challenges in data analysis, machine learning, and graph computing. Youll discover cuttingedge approaches to a variety of tricky scenarios. Youll even learn to design your own data structures for projects that require a custom solution. Whats inside Build on basic data structures you already know Profile your algorithms to speed up application Store and query strings efficiently Distribute clustering algorithms with MapReduce Solve logistics problems using graphs and optimization algorithms About the reader For intermediate programmers. About the author Marcello La Rocca is a research scientist and a fullstack engineer. His focus is on optimization algorithms, genetic algorithms, machine learning, and quantum computing. Table of Contents 1 Introducing data structures PART 1 IMPROVING OVER BASIC DATA STRUCTURES 2 Improving priority queues dway heaps 3 Treaps Using randomization to balance binary search trees 4 Bloom filters Reducing the memory for tracking content 5 Disjoint sets Sublinear time processing 6 Trie, radix trie Efficient string search 7 Use case LRU cache PART 2 MULTIDEMENSIONAL QUERIES 8 Nearest neighbors search 9 Kd trees Multidimensional data indexing 10 Similarity Search Trees Approximate nearest neighbors search for image retrieval 11 Applications of nearest neighbor search 12 Clustering 13 Parallel clustering MapReduce and canopy clustering PART 3 PLANAR GRAPHS AND MINIMUM CROSSING NUMBER 14 An introduction to graphs Finding paths of minimum distance 15 Graph embeddings and planarity Drawing graphs with minimal edge intersections 16 Gradient descent Optimization problems not just on graphs 17 Simulated annealing Optimization beyond local minima 18 Genetic algorithms Biologically inspired, fastconverging optimization Read more"
"Becoming a Data Head: How to Think, Speak and Understand Data Science, Statistics and Machine Learning  ","Alex J. Gutman, Jordan Goldmeier",204  ,4.6,24.49,https://www.amazon.com/Becoming-Data-Head-Understand-Statistics/dp/1119741742/ref=sr_1_5?keywords=data+science&qid=1669446452&sr=8-5,"Turn yourself into a Data Head. Youll become a more valuable employee and make your organization more successful. Thomas H. Davenport, Research Fellow, Author of Competing on Analytics , Big Data Work , and The AI Advantage Youve heard the hype around datanow get the facts. In Becoming a Data Head How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning , awardwinning data scientists Alex Gutman and Jordan Goldmeier pull back the curtain on data science and give you the language and tools necessary to talk and think critically about it. Youll learn how to Think statistically and understand the role variation plays in your life and decision making Speak intelligently and ask the right questions about the statistics and results you encounter in the workplace Understand whats really going on with machine learning, text analytics, deep learning, and artificial intelligence Avoid common pitfalls when working with and interpreting data Becoming a Data Head is a complete guide for data science in the workplace covering everything from the personalities youll work with to the math behind the algorithms. The authors have spent years in data trenches and sought to create a fun, approachable, and eminently readable book. Anyone can become a Data Headan active participant in data science, statistics, and machine learning. Whether youre a business professional, engineer, executive, or aspiring data scientist, this book is for you. Read more"
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street  ","Nick Singh, Kevin Huo",684  ,4.5,35.53,https://www.amazon.com/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_6?keywords=data+science&qid=1669446452&sr=8-6,"COUNTERFEIT WARNING FOR USCANADIANEUROPEAN CUSTOMERS Do NOT buy Used books there is a 90 chance the 3rd party is selling a pirated books filled with typos, missing SQL questions, and poor print quality. Only buy NEW, and make sure it says Ships From Sold By Amazon to get the official copy. Authored by two ExFacebook employees, Ace the Data Science Interview is the best way to prepare for Data Science, Data Analyst, and Machine Learning interviews, so that you can land your dream job at FAANG, tech startups, or Wall Street. Whats inside this 301 page book? 201 real Data Science interview questions asked by Facebook , Google , Amazon , Netflix , Two Sigma, Citadel and more with detailed stepbystep solutions Learn how to break into Data Science, with tips on crafting your resume , creating kickass portfolio projects , sending networking cold emails , and better telling your story during behavioral interviews Questions cover the most frequentlytested topics in data interviews Probability , Statistics , Machine Learning , SQL Database Design , Coding Python , Product Analytics , and AB Testing Each chapter has a brief crashcourse on the most important concepts and formulas to review Learn how to solve openended case study questions that combine productsense, business intuition, and statistical modeling skills, and practice with case interviews from Airbnb, Instagram, Accenture Praise for Ace the Data Science Interview The advice in this book directly helped me land my dream job Advitya Gemawat, ML Engineer, Microsoft An invaluable resource for the Data Science ML community Aishwarya Srinivasan, Senior Data Scientist, Google Super helpful career advice on breaking into data landing your first job in the field Prithika Hariharan, President of Waterloo Data Science Club Data Science Intern, Wish FINALLY Cracking the Coding Interview but for Data Science ML Jack Morris, AI Resident, Google Solving the 201 interview questions is helpful for people in ALL industries, not just tech Lars Hulstaert, Senior Data Scientist, Johnson Johnson The authors explain exactly what hiring managers look for a must read for any data job seeker Michelle Scarbrough, Former Data Analytics Manager, F500 Co. About Kevin Huo Kevin Huo is currently a Data Scientist at a Hedge Fund , and previously was a Data Scientist at Facebook working on Facebook Groups. He holds a degree in Computer Science from the University of Pennsylvania and a degree in Business from Wharton. In college he interned at Facebook , Bloomberg , and on Wall Street . About Nick Singh Nick Singh previously worked on Facebooks Growth Team and at SafeGraph, a geospatial analytics startup. Currently, he runs SQL interview platform DataLemur.com and shares career tips on LinkedIn to his 120,000 followers. Nick holds a degree in System Engineering with a minor in Computer Science from the University of Virginia. In college, he interned at Microsoft and at Googles Nest Labs on the Data Infrastructure Team. Read more"
Data Science for Business: What You Need to Know About Data Mining and Data-Analytic Thinking  ,"Foster Provost, Tom Fawcett",991  ,4.5,0.0,https://www.amazon.com/Data-Science-Business-Data-Analytic-Thinking/dp/B08VL5K5ZX/ref=sr_1_7?keywords=data+science&qid=1669446452&sr=8-7,"Newly adapted for audiobook listeners. Created by renowned data science experts Foster Provost and Tom Fawcett, Data Science for Business introduces the fundamental principles of data science, and walks you through the dataanalytic thinking necessary for extracting useful knowledge and business value from the data you collect. This guide also helps you understand the many datamining techniques in use today. Based on an MBA course Provost has taught at New York University over the past 10 years, Data Science for Business provides examples of realworld business problems to illustrate these principles. Youll not only learn how to improve communication between business stakeholders and data scientists but also how participate intelligently in your companys data science projects. Youll also discover how to think dataanalytically, and fully appreciate how data science methods can support business decisionmaking. Understand how data science fits in your organization and how you can use it for competitive advantage. Treat data as a business asset that requires careful investment if youre to gain real value. Approach business problems dataanalytically, using the datamining process to gather good data in the most appropriate way. Learn general concepts for actually extracting knowledge from data. Apply data science principles when interviewing data science job candidates. Read more"
"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics  ",Thomas Nield,49  ,4.5,43.49,https://www.amazon.com/Essential-Math-Data-Science-Fundamental/dp/1098102932/ref=sr_1_8?keywords=data+science&qid=1669446452&sr=8-8,"Master the math needed to excel in data science, machine learning, and statistics. In this book author Thomas Nield guides you through areas like calculus, probability, linear algebra, and statistics and how they apply to techniques like linear regression, logistic regression, and neural networks. Along the way youll also gain practical insights into the state of data science and how to use those insights to maximize your career. Learn how to Use Python code and libraries like SymPy, NumPy, and scikitlearn to explore essential mathematical concepts like calculus, linear algebra, statistics, and machine learning Understand techniques like linear regression, logistic regression, and neural networks in plain English, with minimal mathematical notation and jargon Perform descriptive statistics and hypothesis testing on a dataset to interpret pvalues and statistical significance Manipulate vectors and matrices and perform matrix decomposition Integrate and build upon incremental knowledge of calculus, probability, statistics, and linear algebra, and apply it to regression models including neural networks Navigate practically through a data science career and avoid common pitfalls, assumptions, and biases while tuning your skill set to stand out in the job market Read more"
Data Science from Scratch: First Principles with Python  ,Joel Grus,607  ,4.4,47.94,https://www.amazon.com/Data-Science-Scratch-Principles-Python/dp/1492041130/ref=sr_1_9?keywords=data+science&qid=1669446452&sr=8-9,"To really learn data science, you should not only master the toolsdata science libraries, frameworks, modules, and toolkitsbut also understand the ideas and principles underlying them. Updated for Python 3.6, this second edition of Data Science from Scratch shows you how these tools and algorithms work by implementing them from scratch. If you have an aptitude for mathematics and some programming skills, author Joel Grus will help you get comfortable with the math and statistics at the core of data science, and with the hacking skills you need to get started as a data scientist. Packed with New material on deep learning, statistics, and natural language processing, this updated book shows you how to find the gems in todays messy glut of data. Get a crash course in Python Learn the basics of linear algebra, statistics, and probabilityand how and when theyre used in data science Collect, explore, clean, munge, and manipulate data Dive into the fundamentals of machine learning Implement models such as knearest neighbors, Nave Bayes, linear and logistic regression, decision trees, neural networks, and clustering Explore recommender systems, natural language processing, network analysis, MapReduce, and databases. . Read more"
Data Science (The MIT Press Essential Knowledge series)  ,Not Found,399  ,4.5,9.69,https://www.amazon.com/Data-Science-Press-Essential-Knowledge/dp/0262535432/ref=sr_1_10?keywords=data+science&qid=1669446452&sr=8-10,"A concise introduction to the emerging field of data science, explaining its evolution, relation to machine learning, current uses, data infrastructure issues, and ethical challenges. The goal of data science is to improve decision making through the analysis of data. Today data science determines the ads we see online, the books and movies that are recommended to us online, which emails are filtered into our spam folders, and even how much we pay for health insurance. This volume in the MIT Press Essential Knowledge series offers a concise introduction to the emerging field of data science, explaining its evolution, current uses, data infrastructure issues, and ethical challenges. It has never been easier for organizations to gather, store, and process data. Use of data science is driven by the rise of big data and social media, the development of highperformance computing, and the emergence of such powerful methods for data analysis and modeling as deep learning. Data science encompasses a set of principles, problem definitions, algorithms, and processes for extracting nonobvious and useful patterns from large datasets. It is closely related to the fields of data mining and machine learning, but broader in scope. This book offers a brief history of the field, introduces fundamental data concepts, and describes the stages in a data science project. It considers data infrastructure and the challenges posed by integrating data from multiple sources, introduces the basics of machine learning, and discusses how to link machine learning expertise with realworld problems. The book also reviews ethical and legal issues, developments in data regulation, and computational approaches to preserving privacy. Finally, it considers the future impact of data science and offers principles for success in data science projects. Read more"
Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python  ,"Peter Bruce, Andrew Bruce",719  ,4.6,31.25,https://www.amazon.com/Practical-Statistics-Data-Scientists-Essential/dp/149207294X/ref=sr_1_13?keywords=data+science&qid=1669446452&sr=8-13,"Statistical methods are a key part of data science, yet few data scientists have formal statistical training. Courses and books on basic statistics rarely cover the topic from a data science perspective. The second edition of this popular guide adds comprehensive examples in Python, provides practical guidance on applying statistical methods to data science, tells you how to avoid their misuse, and gives you advice on whats important and whats not. Many data science resources incorporate statistical methods but lack a deeper statistical perspective. If youre familiar with the R or Python programming languages and have some exposure to statistics, this quick reference bridges the gap in an accessible, readable format. With this book, youll learn Why exploratory data analysis is a key preliminary step in data science How random sampling can reduce bias and yield a higherquality dataset, even with big data How the principles of experimental design yield definitive answers to questions How to use regression to estimate outcomes and detect anomalies Key classification techniques for predicting which categories a record belongs to Statistical machine learning methods that learn from data Unsupervised learning methods for extracting meaning from unlabeled data. Read more"
Python Data Science Handbook: Essential Tools for Working with Data  ,Jake VanderPlas,610  ,4.6,57.57,https://www.amazon.com/Python-Data-Science-Handbook-Essential/dp/1491912057/ref=sr_1_14?keywords=data+science&qid=1669446452&sr=8-14,"For many researchers, Python is a firstclass tool mainly because of its libraries for storing, manipulating, and gaining insight from data. Several resources exist for individual pieces of this data science stack, but only with the Python Data Science Handbook do you get them allIPython, NumPy, Pandas, Matplotlib, ScikitLearn, and other related tools. Working scientists and data crunchers familiar with reading and writing Python code will find this comprehensive desk reference ideal for tackling daytoday issues manipulating, transforming, and cleaning data visualizing different types of data and using data to build statistical or machine learning models. Quite simply, this is the musthave reference for scientific computing in Python. With this handbook, youll learn how to use IPython and Jupyter provide computational environments for data scientists using Python NumPy includes the ndarray for efficient storage and manipulation of dense data arrays in Python Pandas features the DataFrame for efficient storage and manipulation of labeledcolumnar data in Python Matplotlib includes capabilities for a flexible range of data visualizations in Python ScikitLearn for efficient and clean Python implementations of the most important and established machine learning algorithms Read more"
Data Science For Dummies (For Dummies (Computer/Tech))  ,Lillian Pierson,45  ,4.7,25.49,https://www.amazon.com/Data-Science-Dummies-Lillian-Pierson/dp/1119811554/ref=sr_1_15?keywords=data+science&qid=1669446452&sr=8-15,"Monetize your companys data and data science expertise without spending a fortune on hiring independent strategy consultants to help What if there was one simple, clear process for ensuring that all your companys data science projects achieve a high a return on investment? What if you could validate your ideas for future data science projects, and select the one idea thats most prime for achieving profitability while also moving your company closer to its business vision? There is. Industryacclaimed data science consultant, Lillian Pierson, shares her proprietary STAR Framework A simple, proven process for leading profitforming data science projects. Not sure what data science is yet? Dont worry Parts 1 and 2 of Data Science For Dummies will get all the bases covered for you. And if youre already a data science expert? Then you really wont want to miss the data science strategy and data monetization gems that are shared in Part 3 onward throughout this book. Data Science For Dummies demonstrates The only process youll ever need to lead profitable data science projects Secret, reverseengineered data monetization tactics that no ones talking about The shocking truth about how simple natural language processing can be How to beat the crowd of data professionals by cultivating your own unique blend of data science expertise Whether youre new to the data science field or already a decade in, youre sure to learn something new and incredibly valuable from Data Science For Dummies. Discover how to generate massive business wins from your companys data by picking up your copy today. Read more"
"Machine Learning: 4 Books in 1: The #1 Beginner's Guide to Master the Basics of Python Programming, Learn the Art of Data Science and Build Artificial Intelligence  ","Andrew Park, Russell Newton",291  ,4.7,0.0,https://www.amazon.com/Data-Science-Beginners-Programming-Learning/dp/B0869Q3Z3H/ref=sr_1_16?keywords=data+science&qid=1669446452&sr=8-16,"Did you know that according to Harvard Business Review the data scientist is the sexiest job of the 21st century? And for a reason If sexy means having rare qualities that are much in demand, data scientists are already there. They are expensive to hire and, given the very competitive market for their services, difficult to retain. There simply arent a lot of people with their combination of scientific background and computational and analytical skills. Data science is all about transforming data into business value using math and algorithms. And needless to say, Python is the mustknow programming language of the 21st century. If you are interested in coding and data science, then you must know Python to succeed in these industries Data Science for Beginners is the perfect place to start learning everything you need to succeed. Contained within these four essential books are the methods, concepts, and important practical examples to help build your foundation for excelling at the discipline that is shaping the modern word. This bundle is perfect for programmers, software engineers, project managers, and those who just want to keep up with technology. With this audiobook, you will Learn Python from scratch including the basic operations, how to install it, data structures and functions, and conditional loops Build upon the fundamentals with advanced techniques like objectoriented programming OOP, inheritance, and polymorphism Discover the importance of data science and how to use it in realworld situations Learn the five steps of data analysis so you can comprehend and analyze data sitting right in front of you Increase your income by learning a new, valuable skill that only a select handful of people take the time to learn Discover how companies can improve their business through practical examples and explanations And much more This bundle is essential for anyone who wants to study data science and learn how the world is moving to an opensource platform. Whether you are a software engineer or a project manager, jump to the next level by developing a datadriven approach and learning how to define a datadriven vision of your business Order the bundle and start your new career path today PLEASE NOTE When you purchase this title, the accompanying PDF will be available in your Audible Library along with the audio. Read more"
"Data Analytics, Data Visualization & Communicating Data: 3 books in 1: Learn the Processes of Data Analytics and Data Science, Create Engaging Data ... Present Data Effectively (All Things Data)  ",Elizabeth Clarke,15  ,4.8,15.68,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A099800857YLNLKS5F3Q&qualifier=1669446452&id=6257798347730016&widgetName=sp_mtf&url=%2FData-Analytics-Visualization-Communicating-Effectively%2Fdp%2F1777967198%2Fref%3Dsr_1_17_sspa%3Fkeywords%3Ddata%2Bscience%26qid%3D1669446452%26sr%3D8-17-spons%26psc%3D1,"Harvard Business Review called data science the sexiest job of the 21st century, so its no surprise that data science jobs have grown up to 20x in the last 3 years. With demand outpacing supply, companies are willing to pay top dollar for talented data professionals. However To stand out in one of these positions, having foundational knowledge of interpreting data is essential. You can be a spreadsheet guru, but without the ability to turn raw data into valuable insights, the data will render useless. That leads us to data analytics and visualization, the ability to examine data sets, draw meaningful conclusions and trends, and present those findings to the decisionmaker effectively. Mastering this skill will undoubtedly lead to better and faster business decisions. The 3 books in this series will cover the foundational knowledge of data analytics, data visualization, and presenting data so you can master this essential skill in no time. This series includes Everything Data AnalyticsA Beginners Guide to Data Literacy Understanding the Processes That Turn Data Into Insights Beginners Guide to Data Visualization How to Understand, Design, and Optimize Over 40 Different Charts How To Win With Your Data Visualizations The 5Part Guide For Junior Analysts To Create Effective Data Visualizations And Engaging Data Stories These 3 books cover an extensive amount of information, such as Overview of the Data collection, management, and storage processes Fundamentals of cleaning data Essential machine learning algorithms required for analysis such as regression, clustering, classification, and more The fundamentals of data visualization An indepth view of over 40 charts and when to use them A comprehensive data visualization design guide Walkthrough on how to present data effectively And so much more Whether you are entirely new to the wonderful world of data or transitioning from your current role, this book will build your data literacy foundation and set you up for success in one of the most soughtafter careers of the decade. For less than your Friday lunch, you can start your data journey and finally break that 6figure mark in your career. Youre closer than you think Click buy now above and be one step closer. Read more"
"Mastering Microsoft Power BI: Expert techniques to create interactive insights for effective data analytics and business intelligence, 2nd Edition  ","Greg Deckler, Brett Powell",41  ,4.7,44.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A04632283281TRPYMOMT&qualifier=1669446452&id=6257798347730016&widgetName=sp_mtf&url=%2FMastering-Microsoft-Power-interactive-intelligence%2Fdp%2F1801811482%2Fref%3Dsr_1_18_sspa%3Fkeywords%3Ddata%2Bscience%26qid%3D1669446452%26sr%3D8-18-spons%26psc%3D1,"Plan, design, develop, and manage robust Power BI solutions to generate meaningful insights and make datadriven decisions. Purchase of the print or Kindle book includes a free eBook in the PDF format. Key Features Master the latest dashboarding and reporting features of Microsoft Power BI Combine data from multiple sources, create stunning visualizations and publish Power BI apps to thousands of users Get the most out of Microsoft Power BI with realworld use cases and examples Book Description Mastering Microsoft Power BI, Second Edition, provides an advanced understanding of Power BI to get the most out of your data and maximize business intelligence. This updated edition walks through each essential phase and component of Power BI, and explores the latest, most impactful Power BI features. Using best practices and working code examples, you will connect to data sources, shape and enhance source data, and develop analytical data models. You will also learn how to apply custom visuals, implement new DAX commands and paginated SSRSstyle reports, manage application workspaces and metadata, and understand how content can be staged and securely distributed via Power BI apps. Furthermore, you will explore top report and interactive dashboard design practices using features such as bookmarks and the Power KPI visual, alongside the latest capabilities of Power BI mobile applications and selfservice BI techniques. Additionally, important management and administration topics are covered, including application lifecycle management via Power BI pipelines, the onpremises data gateway, and Power BI Premium capacity. By the end of this Power BI book, you will be confident in creating sustainable and impactful charts, tables, reports, and dashboards with any kind of data using Microsoft Power BI. What you will learn Build efficient data retrieval and transformation processes with the Power Query M language and dataflows Design scalable, userfriendly DirectQuery, import, and composite data models Create basic and advanced DAX measures Add ArcGIS Maps to create interesting data stories Build pixelperfect paginated reports Discover the capabilities of Power BI mobile applications Manage and monitor a Power BI environment as a Power BI administrator Scale up a Power BI solution for an enterprise via Power BI Premium capacity Who this book is for Business Intelligence professionals and intermediate Power BI users looking to master Power BI for all their data visualization and dashboarding needs will find this book useful. An understanding of basic BI concepts is required and some familiarity with Microsoft Power BI will be helpful to make the most out of this book. Table of Contents Planning Power BI Projects Preparing Data sources Connecting to Sources and Transforming Data with M Designing Import, DirectQuery, and Composite Data Models Developing DAX Measures and Security Roles Planning Power BI Reports Creating and Formatting Visualizations Applying Advanced Analytics Designing Dashboards Managing Workspaces and Content Managing the OnPremises Data Gateway Deploying Paginated Reports Creating Power BI Apps and Content Distribution Administering Power BI for an Organization Building Enterprise BI with Power BI Premium Read more"
Practical Data Science with Python: Learn tools and techniques from hands-on examples to extract insights from data  ,Nathan George,22  ,4.7,51.99,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03905121U6XJXPNBHIFG&qualifier=1669446452&id=6257798347730016&widgetName=sp_mtf&url=%2FPractical-Data-Science-Python-hands%2Fdp%2F1801071977%2Fref%3Dsr_1_20_sspa%3Fkeywords%3Ddata%2Bscience%26qid%3D1669446452%26sr%3D8-20-spons%26psc%3D1,"Learn to effectively manage data and execute data science projects from start to finish using Python Key Features Understand and utilize data science tools in Python, such as specialized machine learning algorithms and statistical modeling Build a strong data science foundation with the best data science tools available in Python Add value to yourself, your organization, and society by extracting actionable insights from raw data Book Description Practical Data Science with Python teaches you core data science concepts, with realworld and realistic examples, and strengthens your grip on the basic as well as advanced principles of data preparation and storage, statistics, probability theory, machine learning, and Python programming, helping you build a solid foundation to gain proficiency in data science. The book starts with an overview of basic Python skills and then introduces foundational data science techniques, followed by a thorough explanation of the Python code needed to execute the techniques. Youll understand the code by working through the examples. The code has been broken down into small chunks a few lines or a function at a time to enable thorough discussion. As you progress, you will learn how to perform data analysis while exploring the functionalities of key data science Python packages, including pandas, SciPy, and scikitlearn. Finally, the book covers ethics and privacy concerns in data science and suggests resources for improving data science skills, as well as ways to stay up to date on new data science developments. By the end of the book, you should be able to comfortably use Python for basic data science projects and should have the skills to execute the data science process on any data source. What you will learn Use Python data science packages effectively Clean and prepare data for data science work, including feature engineering and feature selection Data modeling, including classic statistical models such as ttests, and essential machine learning algorithms, such as random forests and boosted models Evaluate model performance Compare and understand different machine learning methods Interact with Excel spreadsheets through Python Create automated data science reports through Python Get to grips with text analytics techniques Who this book is for The book is intended for beginners, including students starting or about to start a data science, analytics, or related program e.g. Bachelors, Masters, bootcamp, online courses, recent college graduates who want to learn new skills to set them apart in the job market, professionals who want to learn handson data science techniques in Python, and those who want to shift their career to data science. The book requires basic familiarity with Python. A getting started with Python section has been included to get complete novices up to speed. Table of Contents Introduction to Data Science Getting Started with Python SQL and Builtin File Handling Modules in Python Loading and Wrangling Data with Pandas and NumPy Exploratory Data Analysis and Visualization Data Wrangling Documents and Spreadsheets Web Scraping Probability, Distributions, and Sampling Statistical Testing for Data Science Preparing Data for Machine Learning Feature Selection, Feature Engineering, and Dimensionality Reduction Machine Learning for Classification Evaluating Machine Learning Classification Models and Sampling for Classification Machine Learning with Regression N.B. Please use the Look Inside option to see further chapters Read more"
